"id","year","as_cafe","ac_cafe","p_cafe"
41503,2007,1887,1763,2556.3789
41503,2008,2024,1820,2729.9299
41503,2009,2059,1739,2086.2361
41503,2010,2353,1769,2105.5146
41503,2011,2688,1669,1868.944
41503,2012,2819,1584,1741.85
41503,2013,3265,2711,2657.9287
41518,2007,864,795,1113.364
41518,2008,1005,845,1225.1801
41518,2009,1036,847,1016.688
41518,2010,1204,888,1020.7285
41518,2011,1458,939,1032.5699
41518,2012,1602,980,980.16
41518,2013,1696,1258,1232.932
41524,2007,1945,1782,2672.6001
41524,2008,2063,1722,2496.52
41524,2009,2018,1681,2050.9907
41524,2010,2167,1621,1945.08
41524,2011,2313,1505,1655.83
41524,2012,2438,1402,1471.5959
41524,2013,2542,1973,1934.2645
41530,2007,2942,2788,4043.1365
41530,2008,3270,2894,4340.9702
41530,2009,3356,2770,3323.436
41530,2010,3740,2702,3241.968
41530,2011,4141,2494,2793.168
41530,2012,4536,2491,2739.8469
41530,2013,4959,3957,3879.1851
41548,2007,3177,2887,4041.9399
41548,2008,3575,2889,4333.1602
41548,2009,3754,2919,3590.3701
41548,2010,4054,2777,3360.0491
41548,2011,4382,2777,3137.5581
41548,2012,4681,2720,2856.5039
41548,2013,4999,3821,3745.4202
41551,2007,11316,10733,16098.7803
41551,2008,12279,10882,16323.3203
41551,2009,12850,10607,12728.3643
41551,2010,14945,11226,13470.8877
41551,2011,16855,9789,7831.04
41551,2012,18536,10275,11302.0273
41551,2013,20465,16178,15859.9512
41615,2007,688,662,959.32
41615,2008,702,626,845.64
41615,2009,708,605,725.832
41615,2010,723,570,570.03
41615,2011,788,546,617.545
41615,2012,819,471,494.592
41615,2013,802,585,573.7043
41660,2007,2091,2019,2928.2605
41660,2008,2250,2034,2948.75
41660,2009,2340,1992,2389.8721
41660,2010,2767,2083,2499.6121
41660,2011,2943,1675,1876
41660,2012,3317,1818,1999.855
41660,2013,4077,3236,3171.9119
41668,2007,4090,3898,5652.2451
41668,2008,4068,3747,5620.1099
41668,2009,4112,3633,4359.4199
41668,2010,4753,3809,4570.6318
41668,2011,5459,3172,3552.752
41668,2012,6149,3379,3716.9771
41668,2013,7136,5381,5275.4585
41676,2007,2467,2298,3332.6655
41676,2008,2616,2232,3235.8501
41676,2009,2523,2122,2588.2544
41676,2010,2798,2119,2542.656
41676,2011,3078,1847,2068.304
41676,2012,3230,1855,1948.2015
41676,2013,3202,2505,2455.8157
41770,2007,2462,2268,3288.687
41770,2008,2983,2594,3890.72
41770,2009,3199,2663,3275.2195
41770,2010,3939,3013,3616.104
41770,2011,4616,2656,2921.71
41770,2012,5278,2999,3148.656
41770,2013,6574,5011,4912.5625
41791,2007,2483,2186,3169.2795
41791,2008,2823,2364,3427.5701
41791,2009,2879,2233,2679.636
41791,2010,3504,2424,2908.272
41791,2011,3711,2369,2606.01
41791,2012,3942,2266,2379.2791
41791,2013,4368,3284,3219.8203
41797,2007,436,403,604.8
41797,2008,462,406,589.06
41797,2009,445,388,465.084
41797,2010,479,377,451.824
41797,2011,624,373,409.97
41797,2012,672,404,404.17
41797,2013,745,544,533.1582
41799,2007,2896,2611,3656.0859
41799,2008,2976,2511,3766.1599
41799,2009,2869,2396,2971.6477
41799,2010,3061,2298,2757.6721
41799,2011,3153,2047,2313.3359
41799,2012,3269,1899,1993.7925
41799,2013,3411,2592,2541.1626
41801,2007,2332,2021,2930.5225
41801,2008,2337,1864,2609.1899
41801,2009,2364,1931,2355.5637
41801,2010,2499,1905,2381.7
41801,2011,2623,1789,2057.1201
41801,2012,2739,1587,1666.3395
41801,2013,2860,2201,2157.925
41807,2007,3786,3534,5300.9248
41807,2008,3808,3292,4937.8799
41807,2009,3944,3072,3686.7241
41807,2010,4391,3047,3595.9319
41807,2011,4637,2842,3182.592
41807,2012,4898,2685,2953.4561
41807,2013,5207,4069,3988.7754
50001,2007,13,5,2
50001,2008,21,5,2
50001,2009,21,10,5
50001,2010,95,20,26
50001,2011,95,80,100
50001,2012,107,95,71.25
50001,2013,128,92,69.0629
50223,2007,527,517,672
50223,2008,518,517,672.1
50223,2009,517,517,672.1
50223,2010,720,517,750
50223,2011,720,625,865
50223,2012,450,450,337.5
50223,2013,373,300,224.2282
50226,2007,18,18,21
50226,2008,18,18,18
50226,2009,19,18,18
50226,2010,19,18,18
50226,2011,36,36,36
50226,2012,12,12,9
50226,2013,25,12,8.9048
50251,2007,248,210,123
50251,2008,196,196,117.6
50251,2009,196,196,117.6
50251,2010,202,196,117.6
50251,2011,206,200,120
50251,2012,225,196,117.6
50251,2013,210,103,57.6459
50270,2007,156,155,85
50270,2008,153,140,84
50270,2009,153,140,84
50270,2010,153,95,57
50270,2011,213,95,57
50270,2012,196,136,81.6
50270,2013,212,133,91.9898
50330,2007,541,370,200
50330,2008,604,450,270.5
50330,2009,600,450,250
50330,2010,600,541,270.5
50330,2011,700,500,250
50330,2012,952,750,375
50330,2013,1536,1059,594.0607
50400,2007,710,660,420
50400,2008,721,680,408
50400,2009,709,700,420
50400,2010,815,730,876
50400,2011,950,800,960
50400,2012,1000,815,978
50400,2013,855,584,420.0891
50606,2007,47,38,42
50606,2008,47,47,23.5
50606,2009,47,47,23.5
50606,2010,48,48,24
50606,2011,40,40,20
50606,2012,20,20,15
50606,2013,23,15,11.0955
50683,2007,127,15,9
50683,2008,106,15,9
50683,2009,104,60,30
50683,2010,104,90,29.7
50683,2011,195,90,29.7
50683,2012,240,180,59.4
50683,2013,242,185,173.3301
52001,2007,220,180,260
52001,2008,229,180,252
52001,2009,234,220,312.4
52001,2010,234,219,328.5
52001,2011,234,219,262.8
52001,2012,239,224,268.8
52001,2013,293,241,183.9193
52019,2007,1472,1005,1440
52019,2008,1498,1400,1960
52019,2009,1524,1470,2205
52019,2010,1515,1250,1875
52019,2011,1565,1375,2062.5
52019,2012,745,535,401.25
52019,2013,1887,1570,1559.6553
52036,2007,280,255,288
52036,2008,290,260,129.75
52036,2009,205,178,35.64
52036,2010,213,178,213.24
52036,2011,213,184,147.04
52036,2012,182,172,34.38
52036,2013,330,278,254.4509
52051,2007,1040,1040,1248
52051,2008,1140,1040,1368
52051,2009,1340,1040,1040
52051,2010,1460,1140,798
52051,2011,1410,160,112
52051,2012,460,0,0
52051,2013,1873,1564,955.6439
52110,2007,1950,1800,1710
52110,2008,2000,1850,1850
52110,2009,2035,1785,1249.5
52110,2010,2420,1940,1940.25
52110,2011,2780,2140,2140
52110,2012,2940,2480,2976
52110,2013,2998,2276,2086.2605
52203,2007,2205,1788,2682
52203,2008,2300,2201,3302
52203,2009,2490,2200,2458
52203,2010,3412,2357,2318
52203,2011,4447,2997,2997
52203,2012,4460,4395,5274
52203,2013,2612,2061,2204.2935
52207,2007,1650,1637,1637
52207,2008,1729,1449,2028.6
52207,2009,1754,1449,1738.8
52207,2010,1799,819,737.1
52207,2011,1841,1705,1705
52207,2012,1871,1629,1954.8
52207,2013,1909,1550,1420.7496
52233,2007,56,46,36.8
52233,2008,180,50,50
52233,2009,180,100,100
52233,2010,180,140,126
52233,2011,165,130,117
52233,2012,162,155,139.5
52233,2013,64,52,31.7949
52240,2007,447,427,417
52240,2008,462,417,417
52240,2009,467,447,223.5
52240,2010,477,427,427
52240,2011,472,407,407
52240,2012,482,467,467
52240,2013,483,393,300.5143
52256,2007,516,466,326.2
52256,2008,980,260,182
52256,2009,980,513,515
52256,2010,1362,972,874.8
52256,2011,1702,1052,841.6
52256,2012,1902,1402,701
52256,2013,886,744,738.7585
52258,2007,650,570,622
52258,2008,800,670,670
52258,2009,820,770,770
52258,2010,845,760,760
52258,2011,886,776,775.5
52258,2012,765,725,725
52258,2013,1834,1468,1121.722
52260,2007,491,461,461
52260,2008,591,491,491
52260,2009,651,571,378.6
52260,2010,601,571,342.6
52260,2011,590,490,196
52260,2012,440,140,70
52260,2013,1697,1427,1090.5659
52287,2007,34,26,28.6
52287,2008,64,29,33
52287,2009,68,58,63
52287,2010,78,64,83
52287,2011,81,74,65.4
52287,2012,135,75,75
52287,2013,130,96,55.2377
52320,2007,98,91,80.9
52320,2008,111,90,58.5
52320,2009,139,86,52
52320,2010,146,135,83
52320,2011,136,110,76.8
52320,2012,48,41,15.51
52320,2013,107,87,53.4621
52378,2007,75,73,58.4
52378,2008,81,74,59.2
52378,2009,84,79,63.2
52378,2010,89,84,67.2
52378,2011,88,86,73.96
52378,2012,97,88,44
52378,2013,175,150,91.528
52381,2007,1211,1026,1231
52381,2008,1225,1025,717.5
52381,2009,1225,1025,1230
52381,2010,1239,1039,1246.8
52381,2011,1239,1224,1591.2
52381,2012,1245,1214,1456.8
52381,2013,1388,1160,1241.4619
52399,2007,4424,3684,7000
52399,2008,4480,4300,7095
52399,2009,4442,3782,4338
52399,2010,3554,2814,3376.8
52399,2011,4035,2035,2442
52399,2012,4909,3307,3968.3999
52399,2013,5208,4339,4309.4326
52405,2007,576,476,571.2
52405,2008,582,476,571.2
52405,2009,630,580,696
52405,2010,637,587,704.4
52405,2011,647,443,443
52405,2012,658,635,762
52405,2013,910,729,810.6039
52411,2007,670,640,768
52411,2008,706,641,769.2
52411,2009,742,670,611.072
52411,2010,755,670,651.2
52411,2011,810,700,630
52411,2012,678,538,482.048
52411,2013,866,692,475.4864
52418,2007,959,869,873
52418,2008,1039,869,887
52418,2009,1059,959,593.4
52418,2010,724,604,302
52418,2011,724,654,523.2
52418,2012,1025,1004,401.6
52418,2013,1057,841,642.3462
52435,2007,56,41,26.65
52435,2008,59,56,56
52435,2009,58,57,68.4
52435,2010,66,59,59
52435,2011,65,45,45
52435,2012,68,66,66
52435,2013,56,44,33.8913
52540,2007,180,100,70
52540,2008,190,100,100
52540,2009,210,170,34
52540,2010,360,190,84
52540,2011,500,419,419
52540,2012,440,170,127.5
52540,2013,378,370,206.3638
52565,2007,76,76,68.7
52565,2008,55,30,24
52565,2009,35,30,24
52565,2010,35,30,24
52565,2011,40,35,28
52565,2012,40,33,26.4
52565,2013,76,53,24.5452
52683,2007,1468,1327,1991
52683,2008,1498,1100,1235
52683,2009,1528,1132,1698
52683,2010,1489,1132,1358.4
52683,2011,1291,1072,751
52683,2012,1573,1353,1028.28
52683,2013,1794,1534,1172.009
52685,2007,229,218,187.5
52685,2008,226,215,215
52685,2009,236,220,198
52685,2010,141,105,94.5
52685,2011,124,70,35
52685,2012,204,120,90
52685,2013,354,314,359.5377
52687,2007,2680,1796,2712
52687,2008,2900,2062,2680.6001
52687,2009,3125,2700,2700
52687,2010,3080,1580,1738
52687,2011,3080,1380,1380
52687,2012,3100,2400,2835
52687,2013,3587,2965,3397.8047
52693,2007,850,850,1445
52693,2008,870,850,1020
52693,2009,870,820,820
52693,2010,900,590,708
52693,2011,220,210,189
52693,2012,2000,220,264
52693,2013,1146,929,851.8704
52694,2007,385,319,414.7
52694,2008,369,319,414.7
52694,2009,363,358,429.6
52694,2010,353,313,313
52694,2011,373,348,348
52694,2012,751,31,37.2
52694,2013,949,822,628.128
52699,2007,164,152,182.4
52699,2008,155,144,115
52699,2009,155,155,109
52699,2010,159,151,226.5
52699,2011,184,150,90
52699,2012,189,179,53.7
52699,2013,153,117,71.7433
52786,2007,1355,1225,1139.25
52786,2008,1398,1203,1022
52786,2009,1380,960,1248
52786,2010,990,580,1044
52786,2011,1350,1250,1250
52786,2012,1220,1170,1170
52786,2013,1882,1549,946.9892
52788,2007,35,25,12.5
52788,2008,37,12,6.25
52788,2009,37,32,28.8
52788,2010,50,37,33.75
52788,2011,42,32,32
52788,2012,45,35,35
52788,2013,94,76,87.5322
52885,2007,135,127,125
52885,2008,145,117,128.7
52885,2009,150,135,121.5
52885,2010,150,130,156.6
52885,2011,150,115,138
52885,2012,397,207,248.4
52885,2013,360,263,241.4414
54001,2007,69,67,24.1656
54001,2008,69,67,24.1656
54001,2009,84,84,13.721
54001,2010,71,71,36.5049
54001,2011,56,50,20.3963
54001,2012,48,42,17.3689
54001,2013,56,51,18.5505
54003,2007,492,456,188.0587
54003,2008,492,456,188.0587
54003,2009,595,595,193.936
54003,2010,614,539,382.4742
54003,2011,671,419,213.6984
54003,2012,658,411,209.658
54003,2013,666,571,299.4476
54051,2007,2128,2066,757.0988
54051,2008,2128,2066,757.0988
54051,2009,2296,2296,456.078
54051,2010,2170,1991,1001.3086
54051,2011,2127,1388,559.4575
54051,2012,1745,1139,459.0208
54051,2013,1798,1560,768.1373
54099,2007,773,748,263.6825
54099,2008,773,748,263.6825
54099,2009,795,795,142.616
54099,2010,780,733,352.9895
54099,2011,808,517,197.2245
54099,2012,550,352,134.2255
54099,2013,550,488,257.4556
54109,2007,908,858,441.4969
54109,2008,908,858,441.4969
54109,2009,993,993,500.969
54109,2010,1024,946,774.0967
54109,2011,1078,699,432.5082
54109,2012,1032,669,413.954
54109,2013,1067,829,516.363
54128,2007,757,663,327.6869
54128,2008,757,663,327.6869
54128,2009,941,941,344.432
54128,2010,1008,885,783.3642
54128,2011,1067,639,437.6862
54128,2012,1115,668,457.2904
54128,2013,1131,872,617.8019
54172,2007,852,823,318.4713
54172,2008,852,823,318.4713
54172,2009,788,788,184.587
54172,2010,696,653,424.6414
54172,2011,607,431,237.2583
54172,2012,532,378,207.8556
54172,2013,525,458,243.9279
54174,2007,57,53,16.0644
54174,2008,57,53,16.0644
54174,2009,98,98,13.419
54174,2010,122,79,31.7593
54174,2011,148,58,17.7448
54174,2012,155,61,18.4702
54174,2013,170,140,61.5813
54206,2007,2905,2642,1694.9856
54206,2008,2905,2642,1694.9856
54206,2009,2944,2944,1262.911
54206,2010,2990,2607,2991.4866
54206,2011,2971,1764,1671.4224
54206,2012,3079,1828,1732.0079
54206,2013,3079,2459,2019.7441
54223,2007,1541,1511,724.1194
54223,2008,1541,1511,724.1194
54223,2009,1630,1630,549.484
54223,2010,1668,1508,1064.5675
54223,2011,1696,1176,594.8019
54223,2012,1571,1089,550.8828
54223,2013,1533,1324,797.2667
54239,2007,1590,1562,610.4144
54239,2008,1590,1562,610.4144
54239,2009,1625,1625,413.317
54239,2010,1563,1530,848.2886
54239,2011,1208,1043,473.9612
54239,2012,806,696,316.2645
54239,2013,843,757,459.2167
54245,2007,1710,1519,824.5613
54245,2008,1710,1519,824.5613
54245,2009,1761,1761,665.715
54245,2010,1966,1669,1483.1947
54245,2011,1822,1204,828.7
54245,2012,1905,1259,866.7496
54245,2013,1898,1550,1025.9812
54261,2007,734,671,425.9537
54261,2008,734,671,425.9537
54261,2009,806,806,327.577
54261,2010,840,752,798.1394
54261,2011,890,518,445.9415
54261,2012,864,503,432.8011
54261,2013,946,764,489.0714
54313,2007,1464,1409,507.2737
54313,2008,1464,1409,507.2737
54313,2009,1435,1435,396.057
54313,2010,1367,1263,642.7241
54313,2011,1379,878,359.1069
54313,2012,1055,672,274.6093
54313,2013,1133,917,468.2679
54344,2007,1179,1093,627.87
54344,2008,1179,1093,627.87
54344,2009,1244,1244,642.236
54344,2010,1275,1153,1063.8021
54344,2011,1182,823,594.3743
54344,2012,1084,755,545.2995
54344,2013,1030,856,671.4637
54347,2007,131,125,60.1769
54347,2008,131,125,60.1769
54347,2009,137,137,59.329
54347,2010,145,127,95.2836
54347,2011,143,97,53.2375
54347,2012,131,88,48.4979
54347,2013,131,113,69.6563
54377,2007,1035,1006,310.25
54377,2008,1035,1006,310.25
54377,2009,1064,1064,242.736
54377,2010,1106,1002,621.2639
54377,2011,1116,667,347.1165
54377,2012,997,596,310.0834
54377,2013,1103,975,473.5399
54398,2007,134,121,57.7925
54398,2008,134,121,57.7925
54398,2009,162,162,45.345
54398,2010,171,145,109.7721
54398,2011,185,110,61.3326
54398,2012,199,118,66.1953
54398,2013,217,156,104.7708
54405,2007,254,252,106.2219
54405,2008,254,252,106.2219
54405,2009,257,257,53.891
54405,2010,225,211,133.4328
54405,2011,213,140,74.5524
54405,2012,163,107,57.1696
54405,2013,180,156,79.6373
54418,2007,1425,1337,479.36
54418,2008,1425,1337,479.36
54418,2009,1464,1464,479.292
54418,2010,1521,1380,789.7601
54418,2011,1549,935,441.2598
54418,2012,1458,880,415.4221
54418,2013,1514,1261,649.9156
54520,2007,361,352,110.5462
54520,2008,361,352,110.5462
54520,2009,465,465,70.935
54520,2010,478,461,222.5342
54520,2011,496,325,124.3357
54520,2012,390,255,97.7451
54520,2013,411,366,139.6072
54599,2007,357,333,130.5875
54599,2008,357,333,130.5875
54599,2009,376,376,104.282
54599,2010,392,368,232.7366
54599,2011,395,244,130.0361
54599,2012,344,213,113.5084
54599,2013,364,297,153.1667
54660,2007,2604,2489,857.9275
54660,2008,2604,2489,857.9275
54660,2009,2520,2520,456.213
54660,2010,2492,2307,1176.1335
54660,2011,2355,1604,657.1368
54660,2012,1999,1362,1361.7894
54660,2013,2047,1729,828.4423
54670,2007,1918,1755,1143.5906
54670,2008,1918,1755,1143.5906
54670,2009,2000,2000,959.105
54670,2010,2044,1772,1917.1764
54670,2011,1808,1214,1071.1769
54670,2012,1811,1217,1073.2684
54670,2013,1806,1532,1168.2473
54673,2007,213,212,56.7088
54673,2008,213,212,56.7088
54673,2009,200,200,28.978
54673,2010,178,176,55.9507
54673,2011,178,144,31.2611
54673,2012,105,85,18.4173
54673,2013,105,101,36.061
54680,2007,540,529,142.2481
54680,2008,540,529,142.2481
54680,2009,499,499,54.248
54680,2010,469,443,139.6375
54680,2011,468,362,78.0192
54680,2012,347,268,57.7727
54680,2013,317,266,106.5787
54720,2007,2303,2187,980.8981
54720,2008,2303,2187,980.8981
54720,2009,2290,2290,612.337
54720,2010,2258,2108,1397.7837
54720,2011,2190,1387,780.9785
54720,2012,1815,1149,647.0002
54720,2013,1784,1491,876.059
54800,2007,868,840,499.1675
54800,2008,868,840,499.1675
54800,2009,906,906,109.825
54800,2010,919,857,772.949
54800,2011,629,615,431.8669
54800,2012,632,618,434.0107
54800,2013,614,488,340.319
54820,2007,1662,1606,543.9694
54820,2008,1662,1606,543.9694
54820,2009,1746,1746,433.266
54820,2010,1807,1629,861.0335
54820,2011,1869,1122,481.0821
54820,2012,1645,988,423.6255
54820,2013,1674,1439,686.3359
54871,2007,326,319,99.8006
54871,2008,326,319,99.8006
54871,2009,365,365,96.807
54871,2010,393,350,202.6102
54871,2011,442,237,113.2036
54871,2012,407,218,104.3178
54871,2013,464,364,165.2
54874,2007,187,182,55.9094
54874,2008,187,182,55.9094
54874,2009,191,191,37.117
54874,2010,191,188,71.8189
54874,2011,179,142,40.1271
54874,2012,150,119,33.5215
54874,2013,140,131,53.5029
63001,2007,2103,1820,2608
63001,2008,2071,1820,2467
63001,2009,2040,1643,2130
63001,2010,2002,1541,1988
63001,2011,2452,1764,2116.3201
63001,2012,2333,1477,1473.011
63001,2013,2280,1565,1665.2244
63111,2007,1137,990,1274
63111,2008,1120,955,1163
63111,2009,1103,975,1135
63111,2010,1083,940,1202
63111,2011,1244,781,777.4
63111,2012,1244,806,631.7185
63111,2013,1198,845,719.4615
63130,2007,4736,3776,4744
63130,2008,4664,3711,4410
63130,2009,4594,3898,4430
63130,2010,4509,3624,3825
63130,2011,5080,3367,4021.7051
63130,2012,4978,3322,3594.4675
63130,2013,4668,3216,3630.033
63190,2007,2237,1874,2379
63190,2008,2203,1807,2170
63190,2009,2170,1801,2069
63190,2010,2130,1752,2176
63190,2011,2707,2072,2482.78
63190,2012,2550,1789,1427.754
63190,2013,2469,1803,1918.8883
63212,2007,1517,1328,1375
63212,2008,1494,1307,1281
63212,2009,1471,1226,1149
63212,2010,1444,1168,1190
63212,2011,2154,1320,1174.04
63212,2012,2103,1640,1397.929
63212,2013,2021,1610,1541.8561
63272,2007,2289,1920,2722
63272,2008,2255,1902,2551
63272,2009,2221,1837,2356
63272,2010,2180,1745,2077
63272,2011,2502,1641,1471.3199
63272,2012,2430,1657,1317.514
63272,2013,2292,1713,1640.6528
63302,2007,1043,931,886
63302,2008,1027,916,825
63302,2009,1011,854,735
63302,2010,993,787,732
63302,2011,4870,2798,2160.3799
63302,2012,4784,3780,2384.3821
63302,2013,4524,3632,2705.2593
63401,2007,482,392,687
63401,2008,475,379,628
63401,2009,468,349,553
63401,2010,459,339,493
63401,2011,647,404,443.85
63401,2012,653,339,372.878
63401,2013,590,362,423.9182
63470,2007,1113,930,1413
63470,2008,1096,944,1357
63470,2009,1079,866,1190
63470,2010,1059,834,1192
63470,2011,1608,1060,1055.72
63470,2012,1580,903,809.453
63470,2013,1485,958,1019.306
63548,2007,2626,2368,2585
63548,2008,2586,2330,2406
63548,2009,2547,2278,2250
63548,2010,2500,2173,2270
63548,2011,3385,2018,1750.915
63548,2012,3270,2630,1972.3875
63548,2013,3265,2635,2439.627
63594,2007,3610,2964,4164
63594,2008,3556,2924,3886
63594,2009,3502,2727,3466
63594,2010,3437,2690,3472
63594,2011,3775,2574,3089
63594,2012,3623,2304,2301.364
63594,2013,3472,2387,2540.1936
63690,2007,677,611,589
63690,2008,667,576,525
63690,2009,657,598,522
63690,2010,644,566,448
63690,2011,654,340,270.68
63690,2012,633,463,347.2725
63690,2013,614,476,354.8539
66001,2007,7919,7098,12265.5498
66001,2008,7291,6639,11750
66001,2009,6955,5672,9287
66001,2010,6487,6137,11394
66001,2011,6047,5314,5504.8999
66001,2012,6047,5123,3842.5125
66001,2013,5345,3996,3731.7769
66045,2007,4851,4451,7410.6001
66045,2008,4841,3864,6075
66045,2009,4847,3897,4722
66045,2010,4851,4236,6227
66045,2011,4905,4088,5108.48
66045,2012,4905,4367,5240.3999
66045,2013,5079,3817,3059.2219
66075,2007,2487,2207,2391
66075,2008,2434,2162,1662
66075,2009,2465,2166,1615
66075,2010,2486,2220,2608
66075,2011,2524,2134,2337
66075,2012,2584,1869,1812.8136
66075,2013,2724,1998,1467.7877
66088,2007,8040,7187,11265
66088,2008,7949,6832,10075
66088,2009,7893,5682,9514
66088,2010,7839,6875,11318
66088,2011,7939,6841,9132.5
66088,2012,7939,6462,4859.0444
66088,2013,8000,6069,7208.6367
66170,2007,1911,1022,1806.41
66170,2008,1856,1695,1421
66170,2009,1882,1679,1160
66170,2010,1743,1624,2105
66170,2011,1737,1507,1130
66170,2012,1704,1294,970.6725
66170,2013,1408,1000,1001.8313
66318,2007,2620,2094,2655.3999
66318,2008,2990,2687,2518
66318,2009,2479,2479,2204
66318,2010,2447,2185,2900
66318,2011,2507,2088,1611
66318,2012,2566,2517,1887.585
66318,2013,2819,2220,1792.4399
66383,2007,3754,3044,3248.6201
66383,2008,3782,3340,2369
66383,2009,3838,3445,2566
66383,2010,3684,3433,4067
66383,2011,3740,3219,3431.7
66383,2012,3766,2738,2299.6345
66383,2013,3688,2794,2052.5447
66400,2007,61,58,46.4
66400,2008,63,41,49
66400,2009,65,43,60
66400,2010,65,47,81
66400,2011,67,44,55.94
66400,2012,65,60,67.48
66400,2013,71,61,51.5611
66440,2007,5219,4013,5977.3999
66440,2008,5046,4339,4778
66440,2009,4982,4207,4775
66440,2010,4898,4206,6057
66440,2011,4876,4333,4382.7998
66440,2012,4876,4373,3278.25
66440,2013,4964,3366,3369.5002
66456,2007,1589,1500,2498.7
66456,2008,1609,1417,1522
66456,2009,1599,1509,1434
66456,2010,1551,1266,1798
66456,2011,1595,1278,1030.23
66456,2012,1559,1451,1088.1525
66456,2013,1742,1432,1472.3058
66572,2007,513,484,784.5
66572,2008,570,492,357
66572,2009,604,386,353
66572,2010,601,474,480
66572,2011,442,225,224
66572,2012,442,377,377.2
66572,2013,409,241,160.8008
66594,2007,3890,3533,3763.3701
66594,2008,3881,3451,3456
66594,2009,4029,2913,3436
66594,2010,4064,3410,5064
66594,2011,4095,3417,2902.3601
66594,2012,4083,3719,2837.1899
66594,2013,3996,3374,3308.7754
66682,2007,6696,6084,9578.5996
66682,2008,6482,5768,6021
66682,2009,6269,6022,5890
66682,2010,5852,5852,8909
66682,2011,6428,5475,4751
66682,2012,6069,5416,4062
66682,2013,5540,4118,4400.4868
66687,2007,6167,4915,9151
66687,2008,6279,4500,8026
66687,2009,6346,5328,6632
66687,2010,6329,5343,9083
66687,2011,6333,4771,7440.3999
66687,2012,6333,5822,4366.5
66687,2013,6487,5130,5996.2466
68001,2007,610,378,254
68001,2008,597,320,200
68001,2009,614,564,277.48
68001,2010,554,554,272.1163
68001,2011,600,544,217.6
68001,2012,606,550,220
68001,2013,534,394,305.4611
68013,2007,50,40,24
68013,2008,51,34,21
68013,2009,65,60,19.34
68013,2010,68,58,18.7689
68013,2011,74,46,13.8
68013,2012,62,38,30.4
68013,2013,85,70,83.5988
68020,2007,503,418,251
68020,2008,501,402,241
68020,2009,521,450,169.66
68020,2010,479,469,176.9115
68020,2011,526,367,138.5951
68020,2012,526,367,138.5951
68020,2013,476,364,282.0858
68051,2007,1240,1240,1240
68051,2008,1210,1210,1340
68051,2009,1236,1139,1391.01
68051,2010,1244,1125,1373.9486
68051,2011,1300,1168,1076.3718
68051,2012,1300,1168,1076.3718
68051,2013,1906,1565,1213.5798
68077,2007,602,420,630
68077,2008,620,415,541
68077,2009,641,578,731.07
68077,2010,592,577,702.9238
68077,2011,650,600,550.681
68077,2012,627,506,379.5
68077,2013,710,526,520.9873
68079,2007,512,485,424.37
68079,2008,540,540,440
68079,2009,524,493,313.43
68079,2010,524,499,290.78
68079,2011,618,515,257.5
68079,2012,617,532,457.52
68079,2013,593,514,509.0132
68092,2007,667,631,610.2
68092,2008,651,576,548
68092,2009,579,540,368.45
68092,2010,548,521,355.2253
68092,2011,602,478,278.2888
68092,2012,22,22,11
68092,2013,571,444,351.6444
68101,2007,110,110,40
68101,2008,92,90,45
68101,2009,108,88,28.7
68101,2010,106,87,26.1
68101,2011,150,90,27
68101,2012,137,100,75
68101,2013,174,110,87.2198
68121,2007,4,3,2.3
68121,2008,4,3,2.1
68121,2009,4,4,2.13
68121,2010,4,2,1.2
68121,2011,4,2,1.2
68121,2012,14,4,4
68121,2013,11,8,9.4248
68167,2007,932,725,562
68167,2008,953,723,533
68167,2009,963,902,786.65
68167,2010,918,858,748.0401
68167,2011,1008,872,586.0258
68167,2012,1008,872,653.904
68167,2013,1206,929,736.2814
68169,2007,70,70,38
68169,2008,69,49,30
68169,2009,73,60,30
68169,2010,97,66,32.85
68169,2011,106,64,25.7352
68169,2012,106,64,25.7352
68169,2013,143,102,79.3521
68176,2007,843,680,545
68176,2008,866,665,543
68176,2009,865,800,531.08
68176,2010,849,833,416.5
68176,2011,1213,764,382
68176,2012,1483,80,40
68176,2013,1025,780,463.2521
68209,2007,615,460,258
68209,2008,654,450,249
68209,2009,709,614,553
68209,2010,722,644,450
68209,2011,792,588,352.5367
68209,2012,1076,800,600
68209,2013,1413,1006,796.8631
68211,2007,322,322,280
68211,2008,314,314,263
68211,2009,317,279,114.12
68211,2010,294,290,174
68211,2011,316,265,132.5
68211,2012,200,104,67.72
68211,2013,295,216,139.4944
68217,2007,1194,988,988
68217,2008,1230,1135,1702
68217,2009,1266,1161,1026.64
68217,2010,1266,1230,1475.4
68217,2011,1305,1156,1155.8503
68217,2012,1338,1185,1185
68217,2013,1546,1147,908.8432
68229,2007,911,800,1200
68229,2008,953,900,810
68229,2009,996,894,640.57
68229,2010,1004,918,657.9063
68229,2011,1103,836,515.4136
68229,2012,2256,90,54
68229,2013,1572,1137,900.5713
68235,2007,1156,1088,870
68235,2008,1178,1094,875
68235,2009,1201,1124,633.6
68235,2010,1136,1089,613.9633
68235,2011,1231,1037,518.5
68235,2012,730,380,456
68235,2013,1103,810,641.6613
68245,2007,72,55,72
68245,2008,72,54,42
68245,2009,72,72,29.65
68245,2010,73,62,31
68245,2011,84,70,28
68245,2012,104,85,63.75
68245,2013,34,29,34.7754
68255,2007,698,580,406
68255,2008,729,590,290
68255,2009,789,722,302.13
68255,2010,754,728,304.7713
68255,2011,828,749,238.7623
